Source,Project,ALMA_Band,min_freq_GHz,max_freq_GHz,SiO_transition,SiO_freq_GHz,ang_res_arcsec,MOUS_ID
J162733.1-244115,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.18,uid://A001/X87d/X29e
J162733.1-244115,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.156,uid://A001/X87d/X29e
J162733.1-244115,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.156,uid://A001/X87d/X29e
J162733.1-244115,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.181,uid://A001/X87d/X29e
J162733.1-244115,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.18,uid://A001/X87d/X29e
J162733.1-244115,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,0.99,uid://A001/X12a3/X7b2
J162733.1-244115,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,0.983,uid://A001/X12a3/X7b2
J162733.1-244115,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,0.991,uid://A001/X12a3/X7b2
J162733.1-244115,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,0.99,uid://A001/X12a3/X7b2
J162733.1-244115,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,0.99,uid://A001/X12a3/X7b2
J162733.1-244115,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,0.991,uid://A001/X12a3/X7b2
J162733.1-244115,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,0.991,uid://A001/X12a3/X7b2
J162733.1-244115,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.085,uid://A001/X1465/X13c
J162733.1-244115,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.085,uid://A001/X1465/X13c
J162733.1-244115,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.085,uid://A001/X1465/X13c
J162733.1-244115,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.085,uid://A001/X1465/X13c
J162733.1-244115,2019.1.00261.L,6,216.81,218.68,J=5-4,217.10498,0.162,uid://A001/X146c/X26a
J162733.1-244115,2019.1.00261.L,6,216.81,218.68,J=5-4,217.10498,0.046,uid://A001/X146c/X268
J162733.1-244115,2022.1.00638.S,5,173.03,174.91,J=4-3,173.68831,0.141,uid://A001/X2d1f/X5d5
J162733.1-244115,2022.1.00638.S,5,173.03,174.91,J=4-3,173.68831,0.164,uid://A001/X2d1f/X5ce
J162733.1-244115,2022.1.00209.S,7,302.06,303.94,J=7-6,303.92703,0.097,uid://A001/X2d20/X372c
J162733.1-244115,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.058,uid://A001/X2d1f/X1a
J162733.1-244115,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.058,uid://A001/X2d1f/X1a
J162733.1-244115,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.058,uid://A001/X2d1f/X1a
J162733.1-244115,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.058,uid://A001/X2d1f/X1a
J162733.1-244115,2022.1.00828.S,7,347.14,349.01,J=8-7,347.331,0.015,uid://A001/X335d/X12c
J162733.1-244115,2023.1.00545.S,6,216.81,218.68,J=5-4,217.10498,0.513,uid://A001/X3621/X29a7
J162733.1-244115,2023.1.00545.S,6,216.81,218.68,J=5-4,217.10498,0.513,uid://A001/X3621/X29a7
J162736.2-240458,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162737.4-241755,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162737.4-241755,2016.1.00761.S,6,216.56,218.43,J=5-4,217.10498,0.188,uid://A001/X879/X65d
J162738.3-235732,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162738.3-235732,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162738.3-235732,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.155,uid://A001/X87d/X29e
J162738.3-235732,2017.1.01243.S,7,346.85,348.73,J=8-7,347.331,0.366,uid://A001/X1288/X171
J162738.3-235732,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162738.3-235732,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.154,uid://A001/X87d/X29e
J162738.3-235732,2022.1.01302.S,6,217.06,218.93,J=5-4,217.10498,0.124,uid://A001/X2d20/X12a6
J162738.3-243658,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162738.3-243658,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162738.3-243658,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162738.3-243658,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162738.3-243658,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.156,uid://A001/X87d/X29e
J162738.9-244020,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,0.99,uid://A001/X12a3/X7b2
J162738.9-244020,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.058,uid://A001/X2d1f/X1a
J162738.9-244020,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,0.99,uid://A001/X12a3/X7b2
J162738.9-244020,2022.1.00828.S,7,347.14,349.01,J=8-7,347.331,0.015,uid://A001/X335d/X12c
J162738.9-244020,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162738.9-244020,2022.1.00638.S,5,173.03,174.91,J=4-3,173.68831,0.164,uid://A001/X2d1f/X5ce
J162738.9-244020,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162738.9-244020,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.157,uid://A001/X87d/X29e
J162738.9-244020,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162738.9-244020,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162738.9-244020,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.156,uid://A001/X87d/X29e
J162738.9-244020,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162738.9-244020,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.181,uid://A001/X87d/X29e
J162739.0-235818,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162739.0-235818,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162739.0-235818,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.155,uid://A001/X87d/X29e
J162739.0-235818,2017.1.01243.S,7,346.85,348.73,J=8-7,347.331,0.366,uid://A001/X1288/X171
J162739.0-235818,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162739.0-235818,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.154,uid://A001/X87d/X29e
J162739.0-235818,2022.1.01302.S,6,217.06,218.93,J=5-4,217.10498,0.124,uid://A001/X2d20/X12a6
J162739.4-243915,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,0.99,uid://A001/X12a3/X7b2
J162739.4-243915,2022.1.00828.S,7,347.14,349.01,J=8-7,347.331,0.015,uid://A001/X335d/X12c
J162739.4-243915,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162739.4-243915,2022.1.00638.S,5,173.03,174.91,J=4-3,173.68831,0.164,uid://A001/X2d1f/X5ce
J162739.4-243915,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162739.4-243915,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.157,uid://A001/X87d/X29e
J162739.4-243915,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162739.4-243915,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.156,uid://A001/X87d/X29e
J162739.4-243915,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162742.7-243851,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,0.99,uid://A001/X12a3/X7b2
J162742.7-243851,2022.1.00828.S,7,347.14,349.01,J=8-7,347.331,0.015,uid://A001/X335d/X12c
J162742.7-243851,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162742.7-243851,2022.1.00638.S,5,173.03,174.91,J=4-3,173.68831,0.164,uid://A001/X2d1f/X5ce
J162742.7-243851,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162742.7-243851,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.157,uid://A001/X87d/X29e
J162742.7-243851,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162742.7-243851,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.156,uid://A001/X87d/X29e
J162742.7-243851,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162742.7-243851,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.156,uid://A001/X87d/X29e
J162742.7-243851,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162745.0-240628,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162746.3-243141,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,0.989,uid://A001/X12a3/X7b2
J162746.3-243141,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162746.3-243141,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.159,uid://A001/X87d/X29e
J162746.3-243141,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162747.1-244535,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,0.989,uid://A001/X12a3/X7b2
J162747.1-244535,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,0.989,uid://A001/X12a3/X7b2
J162747.1-244535,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,0.99,uid://A001/X12a3/X7b2
J162747.1-244535,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.736,uid://A001/X87d/X2a2
J162747.1-244535,2023.1.00545.S,6,216.81,218.68,J=5-4,217.10498,0.475,uid://A001/X3621/X29a7
J162747.1-244535,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.159,uid://A001/X87d/X29e
J162747.1-244535,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162747.1-244535,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.16,uid://A001/X87d/X29e
J162747.1-244535,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162749.8-242522,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162749.8-242522,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162749.8-242522,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162749.8-242522,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.181,uid://A001/X87d/X29e
J162755.2-242839,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162755.6-242618,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162755.6-242618,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162755.6-242618,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162755.6-242618,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.181,uid://A001/X87d/X29e
J162812.7-241136,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.736,uid://A001/X87d/X2a2
J162812.7-241136,2016.1.00761.S,6,216.56,218.43,J=5-4,217.10498,0.187,uid://A001/X879/X65d
J162813.8-243249,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.736,uid://A001/X87d/X2a2
J162813.8-243249,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.736,uid://A001/X87d/X2a2
J162816.5-243658,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.058,uid://A001/X2d1f/X1a
J162816.5-243658,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,0.989,uid://A001/X12a3/X7b2
J162816.5-243658,2019.A.00034.S,6,216.81,218.68,J=5-4,217.10498,0.33,uid://A001/X1527/X3e3
J162816.5-243658,2021.1.00802.S,6,217.04,217.16,J=5-4,217.10498,25.819,uid://A001/X1590/X1b95
J162816.5-243658,2016.1.00598.S,6,216.0,217.99,J=5-4,217.10498,0.106,uid://A001/X87a/X92f
J162816.5-243658,2019.1.00328.S,6,217.07,217.13,J=5-4,217.10498,0.105,uid://A001/X1469/X2d4
J162816.5-243658,2017.1.01380.S,3,86.0,87.98,J=2-1,86.84696,11.753,uid://A001/X12a2/X27d
J162816.5-243658,2017.1.01380.S,3,86.0,87.98,J=2-1,86.84696,2.745,uid://A001/X12a2/X27b
J162816.5-243658,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.085,uid://A001/X1465/X13c
J162816.5-243658,2017.1.01380.S,3,86.0,87.98,J=2-1,86.84696,62.651,uid://A001/X12a2/X27f
J162816.5-243658,2016.1.01042.S,6,216.01,217.99,J=5-4,217.10498,0.099,uid://A001/X892/X5c
J162816.5-243658,2016.1.01042.S,6,216.01,217.99,J=5-4,217.10498,0.273,uid://A001/X892/X5e
J162816.5-243658,2019.1.00261.L,6,216.81,218.68,J=5-4,217.10498,0.035,uid://A001/X146c/X285
J162816.5-243658,2018.1.00028.S,6,216.0,217.99,J=5-4,217.10498,0.028,uid://A001/X133d/X4d0
J162816.5-243658,2022.1.00131.S,6,217.07,217.13,J=5-4,217.10498,5.132,uid://A001/X3577/X80
J162816.5-243658,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.16,uid://A001/X87d/X29e
J162816.5-243658,2022.1.00131.S,6,217.07,217.13,J=5-4,217.10498,25.776,uid://A001/X3577/X82
J162816.5-243658,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162816.7-240514,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.181,uid://A001/X87d/X29e
J162816.7-240514,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162817.7-241705,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162823.3-242241,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162823.3-242241,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162823.3-242241,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162823.3-242241,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.159,uid://A001/X87d/X29e
J162823.3-242241,2022.1.01302.S,6,217.06,218.93,J=5-4,217.10498,0.123,uid://A001/X2d20/X12a6
J162845.3-242819,2023.1.01149.S,6,216.55,218.42,J=5-4,217.10498,0.269,uid://A001/X3621/X14ae
J162845.3-242819,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162845.3-242819,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162845.3-242819,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.16,uid://A001/X87d/X29e
J162845.3-242819,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162845.3-242819,2017.1.01243.S,7,346.85,348.73,J=8-7,347.331,0.366,uid://A001/X1288/X171
J162847.0-242814,2023.1.01149.S,6,216.55,218.42,J=5-4,217.10498,0.269,uid://A001/X3621/X14ae
J162847.0-242814,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162847.0-242814,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162847.0-242814,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.16,uid://A001/X87d/X29e
J162847.0-242814,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162847.0-242814,2017.1.01243.S,7,346.85,348.73,J=8-7,347.331,0.366,uid://A001/X1288/X171
J162848.7-242632,2023.1.01149.S,6,216.55,218.42,J=5-4,217.10498,0.269,uid://A001/X3621/X14ae
J162848.7-242632,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162848.7-242632,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.735,uid://A001/X87d/X2a2
J162848.7-242632,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.16,uid://A001/X87d/X29e
J162848.7-242632,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162848.7-242632,2017.1.01243.S,7,346.85,348.73,J=8-7,347.331,0.366,uid://A001/X1288/X171
J162854.1-244744,2016.1.00336.S,6,215.5,217.48,J=5-4,217.10498,0.102,uid://A001/X87d/X4a8
J162854.1-244744,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162854.1-244744,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.162,uid://A001/X87d/X29e
J162856.9-243110,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.734,uid://A001/X87d/X2a2
MHO 1,2011.0.00259.S,3,85.17,87.05,J=2-1,86.84696,1.813,uid://A001/X6f/X40
MHO 1,2011.0.00150.S,6,216.07,217.94,J=5-4,217.10498,0.858,uid://A002/X327408/X39
MHO 1,2011.0.00150.S,7,346.07,347.94,J=8-7,347.331,0.574,uid://A002/X327408/X37
MHO 1,2023.1.01149.S,6,216.55,218.43,J=5-4,217.10498,0.063,uid://A001/X3621/X1493
MHO 1,2013.1.00498.S,6,215.99,217.97,J=5-4,217.10498,0.179,uid://A001/X13a/Xe1
MHO 1,2013.1.00498.S,6,215.99,217.97,J=5-4,217.10498,0.179,uid://A001/X13a/Xe1
MHO 1,2022.1.01302.S,6,217.06,218.93,J=5-4,217.10498,0.124,uid://A001/X2d20/X1274
MWC 480,2016.1.00627.S,6,260.46,260.57,J=6-5,260.5182,0.502,uid://A001/X879/X898
MWC 480,2013.1.00226.S,6,260.49,260.55,J=6-5,260.5182,0.487,uid://A001/X122/X205
MWC 480,2016.1.01164.S,6,217.0,218.99,J=5-4,217.10498,0.122,uid://A001/X885/X1ec
MWC 480,2013.1.00226.S,6,217.07,217.14,J=5-4,217.10498,0.469,uid://A001/X122/X1f1
MWC 480,2015.1.00657.S,7,302.05,303.93,J=7-6,303.92703,0.605,uid://A001/X2f7/X1d7
MWC 480,2016.1.01042.S,6,216.0,217.99,J=5-4,217.10498,0.568,uid://A001/X892/X4f
MWC 480,2016.1.01042.S,6,216.01,217.99,J=5-4,217.10498,0.142,uid://A001/X892/X4d
MYLup,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.179,uid://A001/X2fb/X390
MYLup,2023.1.01106.S,1,42.11,44.1,J=1-0,43.423864,1.02,uid://A001/X3645/X22c
RY Tau,2017.1.01460.S,6,216.02,218.0,J=5-4,217.10498,0.171,uid://A001/X1284/X2301
RY Tau,2017.1.01460.S,6,216.02,218.0,J=5-4,217.10498,0.025,uid://A001/X1284/X22ff
RY Tau,2015.1.01207.S,6,216.24,217.17,J=5-4,217.10498,0.285,uid://A001/X2fb/Xbc0
RY Tau,2016.1.01164.S,6,217.0,218.99,J=5-4,217.10498,0.119,uid://A001/X885/X1ec
RY Tau,2013.1.00498.S,6,215.99,217.97,J=5-4,217.10498,0.179,uid://A001/X13a/Xe1
RY Tau,2023.1.00937.S,6,215.5,217.5,J=5-4,217.10498,6.396,uid://A001/X3621/X1da4
RYLup,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.178,uid://A001/X2fb/X390
RYLup,2023.1.01106.S,1,42.11,44.1,J=1-0,43.423864,1.009,uid://A001/X3645/X22c
SONYC-Lup3-10,2015.1.00512.S,6,216.06,217.93,J=5-4,217.10498,0.744,uid://A001/X2fe/Xc0d
SONYC-Lup3-10,2017.1.01243.S,7,346.85,348.72,J=8-7,347.331,0.341,uid://A001/X1288/X16d
SONYC-Lup3-7,2015.1.00512.S,6,216.06,217.93,J=5-4,217.10498,0.744,uid://A001/X2fe/Xc0d
SONYC-Lup3-7,2017.1.01243.S,7,346.85,348.72,J=8-7,347.331,0.341,uid://A001/X1288/X16d
Sz 46,2013.1.00708.S,6,216.11,218.09,J=5-4,217.10498,0.288,uid://A001/X13a/X158
Sz 49,2013.1.00708.S,6,216.11,218.09,J=5-4,217.10498,0.288,uid://A001/X13a/X158
Sz 50,2013.1.00708.S,6,216.11,218.09,J=5-4,217.10498,0.288,uid://A001/X13a/X158
Sz 50,2021.1.00854.S,6,217.06,218.93,J=5-4,217.10498,0.322,uid://A001/X1590/X1a4f
Sz 50,2021.1.00854.S,6,217.06,218.93,J=5-4,217.10498,0.066,uid://A001/X1590/X1a4d
Sz 51,2013.1.00708.S,6,216.11,218.09,J=5-4,217.10498,0.288,uid://A001/X13a/X158
Sz 52,2013.1.00708.S,6,216.11,218.09,J=5-4,217.10498,0.287,uid://A001/X13a/X158
Sz 53,2013.1.00708.S,6,216.11,218.09,J=5-4,217.10498,0.288,uid://A001/X13a/X158
Sz 54,2013.1.00708.S,6,216.11,218.09,J=5-4,217.10498,0.289,uid://A001/X13a/X158
Sz 54,2013.1.00708.S,6,216.11,218.09,J=5-4,217.10498,0.289,uid://A001/X13a/X158
Sz 54,2013.1.00708.S,6,216.11,218.09,J=5-4,217.10498,0.29,uid://A001/X13a/X158
Sz 56,2013.1.00708.S,6,216.11,218.09,J=5-4,217.10498,0.289,uid://A001/X13a/X158
Sz 56,2013.1.00708.S,6,216.11,218.09,J=5-4,217.10498,0.289,uid://A001/X13a/X158
Sz 58,2013.1.00708.S,6,216.11,218.09,J=5-4,217.10498,0.289,uid://A001/X13a/X158
Sz 59,2013.1.00708.S,6,216.11,218.09,J=5-4,217.10498,0.289,uid://A001/X13a/X158
Sz 59,2013.1.00708.S,6,216.11,218.09,J=5-4,217.10498,0.289,uid://A001/X13a/X158
Sz 61,2013.1.00708.S,6,216.11,218.09,J=5-4,217.10498,0.288,uid://A001/X13a/X158
Sz 62,2013.1.00708.S,6,216.11,218.09,J=5-4,217.10498,0.288,uid://A001/X13a/X158
Sz 63,2013.1.00708.S,6,216.11,218.09,J=5-4,217.10498,0.289,uid://A001/X13a/X158
Sz100,2015.1.00512.S,6,216.06,217.93,J=5-4,217.10498,0.811,uid://A001/X2fe/Xc11
Sz100,2022.1.00154.S,6,217.0,218.99,J=5-4,217.10498,0.033,uid://A001/X2d1f/X964
Sz100,2024.1.01001.L,7,345.88,347.75,J=8-7,347.331,0.721,uid://A001/X37b0/Xb0
Sz100,2022.1.00154.S,6,217.0,218.99,J=5-4,217.10498,0.033,uid://A001/X2d1f/X964
Sz100,2018.1.01054.S,6,216.5,218.49,J=5-4,217.10498,0.021,uid://A001/X133d/X2929
Sz100,2018.1.01054.S,6,216.5,218.49,J=5-4,217.10498,0.021,uid://A001/X133d/X2929
Sz100,2021.1.00590.S,6,217.07,217.13,J=5-4,217.10498,0.72,uid://A001/X1590/X204a
Sz100,2021.1.00590.S,6,217.06,217.11,J=5-4,217.10498,0.76,uid://A001/X1590/X2052
Sz100,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.175,uid://A001/X2fb/X390
Sz100,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.173,uid://A001/X2fb/X390
Sz100,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.175,uid://A001/X2fb/X390
Sz100,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.175,uid://A001/X2fb/X390
Sz100,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.174,uid://A001/X2fb/X390
Sz100,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.179,uid://A001/X2fb/X390
Sz100,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.18,uid://A001/X2fb/X390
Sz100,2023.1.01106.S,1,42.16,44.04,J=1-0,43.423864,0.895,uid://A001/X3645/X230
Sz100,2023.1.01106.S,1,42.16,44.04,J=1-0,43.423864,0.895,uid://A001/X3645/X230
Sz100,2023.1.01106.S,1,42.11,44.1,J=1-0,43.423864,1.006,uid://A001/X3645/X22c
Sz100,2023.1.01106.S,1,42.11,44.1,J=1-0,43.423864,1.01,uid://A001/X3645/X22c
Sz100,2023.1.01106.S,1,42.11,44.1,J=1-0,43.423864,1.001,uid://A001/X3645/X22c
Sz103,2015.1.00512.S,6,216.06,217.93,J=5-4,217.10498,0.811,uid://A001/X2fe/Xc11
Sz103,2024.1.01001.L,7,345.88,347.75,J=8-7,347.331,0.721,uid://A001/X37b0/Xb0
Sz103,2022.1.00154.S,6,217.0,218.99,J=5-4,217.10498,0.033,uid://A001/X2d1f/X964
Sz103,2022.1.00154.S,6,217.0,218.99,J=5-4,217.10498,0.033,uid://A001/X2d1f/X964
Sz103,2018.1.01054.S,6,216.5,218.49,J=5-4,217.10498,0.021,uid://A001/X133d/X2929
Sz103,2018.1.01054.S,6,216.5,218.49,J=5-4,217.10498,0.021,uid://A001/X133d/X2929
Sz103,2021.1.00590.S,6,217.07,217.13,J=5-4,217.10498,0.72,uid://A001/X1590/X204a
Sz103,2021.1.00590.S,6,217.06,217.11,J=5-4,217.10498,0.76,uid://A001/X1590/X2052
Sz103,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.173,uid://A001/X2fb/X390
Sz103,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.175,uid://A001/X2fb/X390
Sz103,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.175,uid://A001/X2fb/X390
Sz103,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.174,uid://A001/X2fb/X390
Sz103,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.179,uid://A001/X2fb/X390
Sz103,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.176,uid://A001/X2fb/X390
Sz103,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.18,uid://A001/X2fb/X390
Sz103,2023.1.01106.S,1,42.16,44.04,J=1-0,43.423864,0.895,uid://A001/X3645/X230
Sz103,2023.1.01106.S,1,42.11,44.1,J=1-0,43.423864,0.995,uid://A001/X3645/X22c
Sz103,2023.1.01106.S,1,42.16,44.04,J=1-0,43.423864,0.895,uid://A001/X3645/X230
